problem,method,c1,c2,alpha,iterations,converged,f_final,grad_norm,func_evals,time,linesearch
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.8,1.5,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.18780517578125,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.8,1.7,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.20266294479370117,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.8,1.9,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.19652605056762695,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.8,2.0,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.2008838653564453,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.9,0.1,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.20270609855651855,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.9,0.3,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.20005154609680176,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.9,0.5,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.19544291496276855,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.9,0.7,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.19495606422424316,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.9,1.0,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.19838333129882812,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.9,1.3,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.21105051040649414,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.9,1.5,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.2370131015777588,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.9,1.7,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.2416994571685791,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.9,1.9,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.23144245147705078,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.9,2.0,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.19606709480285645,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.99,0.1,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.19404196739196777,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.99,0.3,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.20352506637573242,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.99,0.5,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.20325207710266113,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.99,0.7,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.20476031303405762,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.99,1.0,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.19569182395935059,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.99,1.3,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.21653389930725098,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.99,1.5,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.28630876541137695,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.99,1.7,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.27364492416381836,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.99,1.9,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.22021198272705078,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0001,0.99,2.0,2000,False,6.089190851116917e-05,0.010548806622203285,19807,0.21760272979736328,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.1,0.1,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.21193885803222656,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.1,0.3,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19527626037597656,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.1,0.5,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.21272659301757812,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.1,0.7,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20311784744262695,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.1,1.0,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.1992626190185547,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.1,1.3,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19757890701293945,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.1,1.5,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.22633647918701172,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.1,1.7,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.2118518352508545,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.1,1.9,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.2444915771484375,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.1,2.0,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.22613215446472168,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.2,0.1,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19485044479370117,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.2,0.3,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20780444145202637,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.2,0.5,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.21303939819335938,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.2,0.7,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20434212684631348,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.2,1.0,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19285845756530762,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.2,1.3,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.2170102596282959,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.2,1.5,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19477534294128418,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.2,1.7,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20305109024047852,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.2,1.9,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19977593421936035,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.2,2.0,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.2101294994354248,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.3,0.1,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20751619338989258,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.3,0.3,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20820069313049316,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.3,0.5,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20106267929077148,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.3,0.7,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19844794273376465,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.3,1.0,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19780731201171875,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.3,1.3,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20534491539001465,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.3,1.5,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.1930856704711914,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.3,1.7,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19826149940490723,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.3,1.9,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.21338939666748047,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.3,2.0,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.1939411163330078,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.4,0.1,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.1999664306640625,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.4,0.3,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.1964282989501953,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.4,0.5,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20428729057312012,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.4,0.7,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.22066378593444824,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.4,1.0,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19273972511291504,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.4,1.3,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.21947979927062988,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.4,1.5,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20096158981323242,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.4,1.7,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.1955738067626953,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.4,1.9,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.21396327018737793,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.4,2.0,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20138216018676758,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.5,0.1,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20768404006958008,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.5,0.3,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.2005469799041748,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.5,0.5,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.2022569179534912,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.5,0.7,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.2079756259918213,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.5,1.0,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.1931605339050293,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.5,1.3,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.21850061416625977,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.5,1.5,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20276951789855957,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.5,1.7,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.2085554599761963,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.5,1.9,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19801807403564453,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.5,2.0,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20935750007629395,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.6,0.1,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.1958463191986084,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.6,0.3,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19933247566223145,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.6,0.5,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20435476303100586,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.6,0.7,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19510436058044434,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.6,1.0,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20875334739685059,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.6,1.3,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.2106950283050537,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.6,1.5,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.2062520980834961,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.6,1.7,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19690656661987305,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.6,1.9,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19341015815734863,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.6,2.0,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20210027694702148,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.7,0.1,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.22482562065124512,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.7,0.3,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.32620978355407715,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.7,0.5,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.27485013008117676,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.7,0.7,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.22530078887939453,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.7,1.0,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.2052137851715088,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.7,1.3,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.2079007625579834,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.7,1.5,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.21055960655212402,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.7,1.7,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.21830320358276367,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.7,1.9,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.2380809783935547,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.7,2.0,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.22746038436889648,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.8,0.1,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.22542071342468262,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.8,0.3,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19848155975341797,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.8,0.5,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.2261345386505127,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.8,0.7,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.2089688777923584,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.8,1.0,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.2068648338317871,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.8,1.3,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19539618492126465,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.8,1.5,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.2284839153289795,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.8,1.7,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20414137840270996,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.8,1.9,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20977354049682617,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.8,2.0,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20731425285339355,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.9,0.1,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.1997990608215332,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.9,0.3,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19694304466247559,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.9,0.5,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20127058029174805,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.9,0.7,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20566892623901367,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.9,1.0,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19611549377441406,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.9,1.3,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20162677764892578,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.9,1.5,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19350242614746094,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.9,1.7,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19735097885131836,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.9,1.9,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19719338417053223,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.9,2.0,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19991683959960938,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.99,0.1,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.21616530418395996,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.99,0.3,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19716787338256836,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.99,0.5,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.20736289024353027,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.99,0.7,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.204209566116333,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.99,1.0,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.22594237327575684,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.99,1.3,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.21460962295532227,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.99,1.5,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.21050596237182617,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.99,1.7,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.22205018997192383,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.99,1.9,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.19922995567321777,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.0005,0.99,2.0,2000,False,6.089190854489308e-05,0.01054897949937344,19807,0.21350693702697754,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.1,0.1,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.2037801742553711,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.1,0.3,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.1989755630493164,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.1,0.5,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.23086166381835938,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.1,0.7,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.20477652549743652,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.1,1.0,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.19999313354492188,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.1,1.3,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.2314894199371338,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.1,1.5,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.20838308334350586,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.1,1.7,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.20249080657958984,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.1,1.9,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.21284699440002441,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.1,2.0,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.20632529258728027,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.2,0.1,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.21872854232788086,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.2,0.3,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.19524216651916504,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.2,0.5,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.20801091194152832,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.2,0.7,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.2105247974395752,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.2,1.0,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.20194602012634277,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.2,1.3,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.20924806594848633,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.2,1.5,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.21830296516418457,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.2,1.7,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.20331740379333496,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.2,1.9,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.19925212860107422,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.2,2.0,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.20996522903442383,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.3,0.1,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.20894289016723633,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.3,0.3,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.20402932167053223,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.3,0.5,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.20206975936889648,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.3,0.7,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.21115899085998535,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.3,1.0,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.20294523239135742,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.3,1.3,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.20500636100769043,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.3,1.5,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.22150516510009766,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.3,1.7,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.1974196434020996,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.3,1.9,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.20702075958251953,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.3,2.0,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.20641183853149414,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.4,0.1,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.20656037330627441,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.4,0.3,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.20261883735656738,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.4,0.5,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.20278358459472656,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.4,0.7,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.21140146255493164,Wolfe
P7_Extended_Rosenbrock_n2,SD_wolfe,0.001,0.4,1.0,2000,False,6.08919100038554e-05,0.010549960172184717,19807,0.19828343391418457,Wolfe
